timestamp,session,market_state,adx,trend_strength,atr,lstm_prob,lstm_weight,rf_prob,rf_weight,weighted_avg,disagreement,penalty,session_bonus,volatility_adjustment,raw_score,final_score,distance_from_neutral,weak_zone_threshold_used,edge_case,buy_threshold,sell_threshold,regime_conflict,direction,side,stage_reached,decision_reason,confidence_level,conflict,skip_reason
2026-04-27T09:30:14.983197+00:00,London,TRENDING,40.00,0.6667,0.001000,0.850000,0.7000,0.800000,0.3000,0.835000,0.050000,0.015000,0.0200,0.0040,0.843963,0.843963,0.320000,0.0400,False,0.6067,0.3933,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:14.994825+00:00,New York,TRENDING,40.00,0.6667,0.001000,0.850000,0.7000,0.800000,0.3000,0.835000,0.050000,0.015000,0.0100,0.0017,0.831678,0.831678,0.320000,0.0400,False,0.6067,0.3933,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:14.998140+00:00,New York,TRANSITIONING,35.00,0.5000,0.001000,0.150000,0.6500,0.200000,0.3500,0.167500,0.050000,0.015000,0.0100,0.0003,0.192750,0.192750,0.317500,0.0400,False,0.6200,0.3800,False,SELL,SELL,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:14.999966+00:00,London,RANGING,20.00,0.0000,0.001000,0.505000,0.5000,0.505000,0.5000,0.505000,0.000000,0.000000,0.0000,0.0000,0.505000,0.505000,0.005000,0.0400,False,0.5800,0.4200,False,HOLD,BUY,SCORE_FLOOR,BELOW_THRESHOLD,LOW,False,"SCORE FLOOR: base_score=0.5050, distance=0.0050 < 0.015"
2026-04-27T09:30:15.004140+00:00,New York,TRENDING,40.00,0.6667,0.001000,0.850000,0.7000,0.800000,0.3000,0.835000,0.050000,0.015000,0.0100,-0.0003,0.829711,0.829711,0.320000,0.0400,False,0.6067,0.3933,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.006336+00:00,London,RANGING,20.00,0.0000,0.001000,0.505000,0.5000,0.505000,0.5000,0.505000,0.000000,0.000000,0.0000,0.0000,0.505000,0.505000,0.005000,0.0400,False,0.5800,0.4200,False,HOLD,BUY,SCORE_FLOOR,BELOW_THRESHOLD,LOW,False,"SCORE FLOOR: base_score=0.5050, distance=0.0050 < 0.015"
2026-04-27T09:30:15.008352+00:00,New York,RANGING,20.00,0.0000,0.001000,0.530000,0.5000,0.520000,0.5000,0.525000,0.010000,0.003000,0.0000,0.0000,0.522000,0.522000,0.022000,0.0400,False,0.5800,0.4200,False,HOLD,BUY,WEAK_ZONE,WEAK_ZONE (Normal),LOW,False,"WEAK_ZONE (Normal): base_score=0.5220, distance=0.0220 < 0.04"
2026-04-27T09:30:15.009484+00:00,London,RANGING,20.00,0.0000,0.001000,0.530000,0.5000,0.520000,0.5000,0.525000,0.010000,0.003000,0.0000,0.0000,0.522000,0.522000,0.022000,0.0400,False,0.5800,0.4200,False,HOLD,BUY,WEAK_ZONE,WEAK_ZONE (Normal),LOW,False,"WEAK_ZONE (Normal): base_score=0.5220, distance=0.0220 < 0.04"
2026-04-27T09:30:15.013026+00:00,New York,TRENDING,40.00,0.6667,0.001000,0.850000,0.7000,0.800000,0.3000,0.835000,0.050000,0.015000,0.0100,-0.0005,0.829525,0.829525,0.320000,0.0400,False,0.6067,0.3933,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.017425+00:00,New York,TRENDING,40.00,0.6667,0.001000,0.850000,0.7000,0.800000,0.3000,0.835000,0.050000,0.015000,0.0100,0.0012,0.831223,0.831223,0.320000,0.0400,False,0.6067,0.3933,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.021791+00:00,London,TRENDING,40.00,0.6667,0.001000,0.850000,0.7000,0.800000,0.3000,0.835000,0.050000,0.015000,0.0200,-0.0026,0.837363,0.837363,0.320000,0.0400,False,0.6067,0.3933,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.023433+00:00,Asia,TRENDING,40.00,0.6667,0.001000,0.850000,0.7000,0.800000,0.3000,0.835000,0.050000,0.015000,-0.0100,0.0001,0.810140,0.810140,0.320000,0.0500,False,0.6067,0.3933,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.027101+00:00,London,UNKNOWN,40.00,0.6667,0.003000,0.850000,0.5000,0.800000,0.5000,0.500000,0.050000,0.000000,0.0000,0.0000,0.500000,0.500000,0.000000,0.0000,False,0.5800,0.4200,False,HOLD,NONE,ATR_FILTER,LOW_ATR,LOW,False,
2026-04-27T09:30:15.030868+00:00,New York,RANGING,20.00,0.0000,0.001000,0.560000,0.5000,0.540000,0.5000,0.550000,0.020000,0.006000,0.0000,0.0011,0.545053,0.545053,0.044000,0.0400,True,0.6600,0.3400,False,HOLD,BUY,THRESHOLD_CHECK,BELOW_THRESHOLD,LOW,False,HOLD: Final 0.5451 between BUY>0.6600 and SELL<0.3400
2026-04-27T09:30:15.032955+00:00,Asia,RANGING,20.00,0.0000,0.001000,0.560000,0.5000,0.540000,0.5000,0.550000,0.020000,0.006000,0.0000,0.0000,0.544000,0.544000,0.044000,0.0500,False,0.5800,0.4200,False,HOLD,BUY,WEAK_ZONE,WEAK_ZONE (Asia stricter),LOW,False,"WEAK_ZONE (Asia stricter): base_score=0.5440, distance=0.0440 < 0.05"
2026-04-27T09:30:15.036320+00:00,Asia,RANGING,20.00,0.0000,0.001000,0.530000,0.5000,0.520000,0.5000,0.525000,0.010000,0.003000,0.0000,0.0000,0.522000,0.522000,0.022000,0.0500,False,0.5800,0.4200,False,HOLD,BUY,WEAK_ZONE,WEAK_ZONE (Asia stricter),LOW,False,"WEAK_ZONE (Asia stricter): base_score=0.5220, distance=0.0220 < 0.05"
2026-04-27T09:30:15.039810+00:00,New York,RANGING,20.00,0.0000,0.001000,0.590000,0.5000,0.570000,0.5000,0.580000,0.020000,0.006000,0.0000,-0.0013,0.572725,0.572725,0.074000,0.0400,False,0.6600,0.3400,False,HOLD,BUY,THRESHOLD_CHECK,BELOW_THRESHOLD,LOW,False,HOLD: Final 0.5727 between BUY>0.6600 and SELL<0.3400
2026-04-27T09:30:15.044069+00:00,New York,TRENDING,46.22,0.8739,0.001000,0.892584,0.7622,0.713427,0.2378,0.849972,0.179157,0.053747,0.0100,-0.0006,0.805614,0.805614,0.296225,0.0400,False,0.5676,0.4324,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.046217+00:00,New York,TRANSITIONING,27.56,0.2521,0.001000,0.870700,0.5756,0.651894,0.4244,0.777848,0.218806,0.065642,0.0000,0.0006,0.712771,0.712771,0.212206,0.0400,False,0.6398,0.3602,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.048341+00:00,London,TRENDING,41.86,0.7287,0.001000,0.812690,0.7186,0.639193,0.2814,0.763870,0.173497,0.052049,0.0200,-0.0008,0.730986,0.730986,0.211821,0.0400,False,0.5763,0.4237,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.050726+00:00,New York,TRENDING,42.49,0.7497,0.001000,0.849206,0.7249,0.726508,0.2751,0.815454,0.122698,0.036809,0.0100,-0.0040,0.784689,0.784689,0.278645,0.0400,False,0.5750,0.4250,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.051724+00:00,London,TRANSITIONING,26.89,0.2295,0.001000,0.661073,0.5689,0.674693,0.4311,0.666945,0.013620,0.004086,-0.0100,-0.0006,0.652236,0.652236,0.162859,0.0400,False,0.6416,0.3584,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.053719+00:00,Asia,TRANSITIONING,31.18,0.3728,0.001000,0.698250,0.6118,0.701245,0.3882,0.699413,0.002995,0.000898,0.0100,0.0007,0.709251,0.709251,0.198514,0.0500,False,0.6302,0.3698,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.055747+00:00,New York,TRENDING,44.14,0.8048,0.001000,0.894018,0.7414,0.652433,0.2586,0.831555,0.241585,0.072475,0.0100,0.0023,0.771356,0.771356,0.259080,0.0400,False,0.5717,0.4283,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.056742+00:00,Asia,TRANSITIONING,37.88,0.5959,0.001000,0.690115,0.6788,0.746792,0.3212,0.708322,0.056677,0.017003,-0.0100,0.0001,0.681389,0.681389,0.191319,0.0500,False,0.6123,0.3877,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.059246+00:00,London,TRENDING,39.02,0.6341,0.001000,0.607831,0.6902,0.845305,0.3098,0.681395,0.237474,0.071242,0.0200,-0.0009,0.629263,0.629263,0.110152,0.0400,False,0.6093,0.3907,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,MEDIUM,False,
2026-04-27T09:30:15.060753+00:00,New York,TRANSITIONING,33.61,0.4537,0.001000,0.746182,0.6361,0.603224,0.3639,0.694161,0.142958,0.042887,0.0100,-0.0011,0.660166,0.660166,0.151274,0.0400,False,0.6237,0.3763,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.062755+00:00,New York,TRENDING,45.57,0.8524,0.001000,0.755587,0.7557,0.842881,0.2443,0.776911,0.087293,0.026188,0.0100,-0.0008,0.759957,0.759957,0.250723,0.0400,False,0.5689,0.4311,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.063801+00:00,Asia,TRANSITIONING,37.72,0.5906,0.001000,0.652076,0.6772,0.602270,0.3228,0.635998,0.049806,0.014942,-0.0100,0.0016,0.612645,0.612645,0.121056,0.0500,False,0.6128,0.3872,False,HOLD,BUY,THRESHOLD_CHECK,BELOW_THRESHOLD,MEDIUM,False,HOLD: Final 0.6126 between BUY>0.6128 and SELL<0.3872
2026-04-27T09:30:15.066340+00:00,New York,TRENDING,38.20,0.6067,0.001000,0.838167,0.6820,0.729119,0.3180,0.803489,0.109048,0.032714,0.0100,-0.0020,0.778732,0.778732,0.270775,0.0400,False,0.6115,0.3885,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.068341+00:00,London,TRANSITIONING,37.98,0.5993,0.001000,0.832510,0.6798,0.614604,0.3202,0.762737,0.217905,0.065372,0.0200,-0.0005,0.716876,0.716876,0.197365,0.0400,False,0.6121,0.3879,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.070335+00:00,Asia,TRENDING,44.23,0.8076,0.001000,0.868880,0.7423,0.747778,0.2577,0.837670,0.121102,0.036331,-0.0100,0.0004,0.771700,0.771700,0.301339,0.0500,False,0.5715,0.4285,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.072331+00:00,Asia,TRANSITIONING,30.72,0.3574,0.001000,0.833879,0.6072,0.741156,0.3928,0.797458,0.092723,0.027817,0.0100,-0.0001,0.779582,0.779582,0.269641,0.0500,False,0.6314,0.3686,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.074325+00:00,New York,TRANSITIONING,26.11,0.2036,0.001000,0.661437,0.5611,0.869341,0.4389,0.752692,0.207904,0.062371,0.0000,-0.0008,0.689502,0.689502,0.190321,0.0400,False,0.6437,0.3563,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.076619+00:00,Asia,TRENDING,49.36,0.9787,0.001000,0.652481,0.7936,0.813502,0.2064,0.685712,0.161021,0.048306,0.0000,0.0000,0.637406,0.637406,0.137406,0.0500,False,0.5800,0.4200,True,HOLD,BUY,CONFLICT,CONFLICT,LOW,False,"REGIME CONFLICT: session=Asia, trend_strength=0.98"
2026-04-27T09:30:15.077616+00:00,New York,TRANSITIONING,28.92,0.2972,0.001000,0.873907,0.5892,0.667991,0.4108,0.789309,0.205916,0.061775,0.0000,0.0006,0.728125,0.728125,0.227534,0.0400,False,0.6362,0.3638,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.079611+00:00,London,RANGING,25.95,0.1985,0.001000,0.675406,0.5595,0.628145,0.4405,0.654589,0.047261,0.014178,-0.0100,0.0008,0.631244,0.631244,0.140411,0.0400,False,0.6441,0.3559,False,HOLD,BUY,THRESHOLD_CHECK,BELOW_THRESHOLD,MEDIUM,False,HOLD: Final 0.6312 between BUY>0.6441 and SELL<0.3559
2026-04-27T09:30:15.080664+00:00,Asia,TRANSITIONING,36.82,0.5606,0.001000,0.713903,0.6682,0.771878,0.3318,0.733141,0.057975,0.017392,-0.0100,-0.0000,0.705719,0.705719,0.215748,0.0500,False,0.6152,0.3848,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.083629+00:00,New York,TRENDING,43.44,0.7814,0.001000,0.655178,0.7344,0.820432,0.2656,0.699064,0.165255,0.049576,0.0100,-0.0008,0.658658,0.658658,0.149488,0.0400,False,0.5731,0.4269,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.085651+00:00,Asia,TRANSITIONING,27.21,0.2405,0.001000,0.771031,0.5721,0.827294,0.4279,0.795104,0.056264,0.016879,0.0200,0.0004,0.798586,0.798586,0.278225,0.0500,False,0.6408,0.3592,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.087646+00:00,Asia,TRENDING,46.41,0.8802,0.001000,0.715310,0.7641,0.862551,0.2359,0.750048,0.147241,0.044172,-0.0100,-0.0024,0.673464,0.673464,0.205876,0.0500,False,0.5672,0.4328,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.088644+00:00,London,TRENDING,48.80,0.9599,0.001000,0.625684,0.7880,0.642645,0.2120,0.629280,0.016961,0.005088,0.0200,-0.0013,0.642900,0.642900,0.124192,0.0400,False,0.5624,0.4376,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,MEDIUM,False,
2026-04-27T09:30:15.091206+00:00,Asia,TRANSITIONING,34.59,0.4862,0.001000,0.628057,0.6459,0.659209,0.3541,0.639089,0.031153,0.009346,0.0100,-0.0018,0.637951,0.637951,0.129743,0.0500,False,0.6211,0.3789,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,MEDIUM,False,
2026-04-27T09:30:15.092839+00:00,London,TRANSITIONING,29.80,0.3267,0.001000,0.728273,0.5980,0.703790,0.4020,0.718430,0.024483,0.007345,0.0100,0.0011,0.722218,0.722218,0.211086,0.0400,False,0.6339,0.3661,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.094346+00:00,London,TRANSITIONING,32.97,0.4324,0.001000,0.635720,0.6297,0.877979,0.3703,0.725425,0.242259,0.072678,0.0100,0.0020,0.664749,0.664749,0.152747,0.0400,False,0.6254,0.3746,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.096341+00:00,Asia,RANGING,25.15,0.1718,0.001000,0.790931,0.5515,0.606597,0.4485,0.708263,0.184334,0.055300,0.0200,-0.0014,0.671534,0.671534,0.152962,0.0500,False,0.6463,0.3537,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.097394+00:00,Asia,TRANSITIONING,29.65,0.3216,0.001000,0.745001,0.5965,0.888200,0.4035,0.802786,0.143199,0.042960,0.0100,0.0007,0.770491,0.770491,0.259826,0.0500,False,0.6343,0.3657,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.099619+00:00,Asia,TRANSITIONING,35.86,0.5286,0.001000,0.846775,0.6586,0.646708,0.3414,0.778466,0.200067,0.060020,-0.0100,0.0024,0.710817,0.710817,0.218446,0.0500,False,0.6177,0.3823,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.101609+00:00,Asia,TRANSITIONING,30.18,0.3392,0.001000,0.805776,0.6018,0.808682,0.3982,0.806933,0.002906,0.000872,0.0100,0.0002,0.816256,0.816256,0.306062,0.0500,False,0.6329,0.3671,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.103604+00:00,New York,TRANSITIONING,31.52,0.3839,0.001000,0.803367,0.6152,0.645069,0.3848,0.742450,0.158298,0.047489,0.0000,-0.0001,0.694814,0.694814,0.194961,0.0400,False,0.6293,0.3707,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.105598+00:00,Asia,TRANSITIONING,28.99,0.2996,0.001000,0.730485,0.5899,0.711310,0.4101,0.722621,0.019175,0.005752,0.0200,-0.0002,0.736660,0.736660,0.216869,0.0500,False,0.6360,0.3640,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.107543+00:00,New York,TRANSITIONING,35.59,0.5195,0.001000,0.790402,0.6559,0.781486,0.3441,0.787334,0.008916,0.002675,0.0100,0.0009,0.795565,0.795565,0.284659,0.0400,False,0.6184,0.3816,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.109532+00:00,London,TRENDING,40.37,0.6790,0.001000,0.740307,0.7037,0.832447,0.2963,0.767609,0.092140,0.027642,0.0200,0.0018,0.761721,0.761721,0.239967,0.0400,False,0.6057,0.3943,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.110529+00:00,London,RANGING,25.01,0.1671,0.001000,0.798744,0.5501,0.897550,0.4499,0.843193,0.098806,0.029642,-0.0100,-0.0020,0.801585,0.801585,0.313551,0.0400,False,0.6466,0.3534,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.112525+00:00,New York,TRENDING,42.19,0.7396,0.001000,0.891571,0.7219,0.631842,0.2781,0.819334,0.259729,0.077919,0.0100,-0.0006,0.750790,0.750790,0.241415,0.0400,False,0.5756,0.4244,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.114603+00:00,New York,TRANSITIONING,35.72,0.5240,0.001000,0.783133,0.6572,0.662769,0.3428,0.741872,0.120364,0.036109,0.0100,-0.0014,0.714349,0.714349,0.205762,0.0400,False,0.6181,0.3819,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.116359+00:00,New York,TRENDING,38.07,0.6024,0.001000,0.756485,0.6807,0.687738,0.3193,0.734535,0.068748,0.020624,0.0100,0.0007,0.724562,0.724562,0.213910,0.0400,False,0.6118,0.3882,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.118396+00:00,New York,TRANSITIONING,31.39,0.3796,0.001000,0.890815,0.6139,0.883109,0.3861,0.887840,0.007706,0.002312,0.0000,-0.0007,0.884845,0.884845,0.385528,0.0400,False,0.6296,0.3704,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.120393+00:00,New York,TRANSITIONING,26.77,0.2256,0.001000,0.684493,0.5677,0.733963,0.4323,0.705880,0.049470,0.014841,0.0000,-0.0036,0.687453,0.687453,0.191039,0.0400,False,0.6419,0.3581,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.123948+00:00,New York,TRENDING,45.90,0.8634,0.001000,0.857494,0.7590,0.894450,0.2410,0.866400,0.036956,0.011087,0.0100,-0.0008,0.864525,0.864525,0.355313,0.0400,False,0.5682,0.4318,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.126910+00:00,New York,TRENDING,44.41,0.8138,0.001000,0.624615,0.7441,0.710201,0.2559,0.646513,0.085586,0.025676,0.0100,-0.0021,0.628707,0.628707,0.120837,0.0400,False,0.5712,0.4288,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,MEDIUM,False,
2026-04-27T09:30:15.129990+00:00,London,TRENDING,49.20,0.9734,0.001000,0.822733,0.7920,0.731834,0.2080,0.803829,0.090899,0.027270,0.0200,0.0020,0.798514,0.798514,0.276559,0.0400,False,0.5616,0.4384,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.132022+00:00,London,TRENDING,47.97,0.9324,0.001000,0.865426,0.7797,0.647003,0.2203,0.817313,0.218423,0.065527,0.0200,-0.0041,0.767719,0.767719,0.251786,0.0400,False,0.5641,0.4359,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.133050+00:00,Asia,TRANSITIONING,36.41,0.5469,0.001000,0.679822,0.6641,0.636708,0.3359,0.665339,0.043114,0.012934,-0.0100,0.0032,0.645557,0.645557,0.152404,0.0500,False,0.6162,0.3838,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,MEDIUM,False,
2026-04-27T09:30:15.134728+00:00,Asia,TRANSITIONING,36.49,0.5495,0.001000,0.688691,0.6649,0.831200,0.3351,0.736451,0.142509,0.042753,-0.0100,-0.0004,0.683304,0.683304,0.193698,0.0500,False,0.6160,0.3840,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.137354+00:00,New York,RANGING,25.16,0.1718,0.001000,0.700704,0.5516,0.744506,0.4484,0.720347,0.043803,0.013141,0.0000,-0.0010,0.706216,0.706216,0.207206,0.0400,False,0.6463,0.3537,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.139920+00:00,London,TRANSITIONING,26.20,0.2066,0.001000,0.873413,0.5620,0.606121,0.4380,0.756330,0.267292,0.080187,-0.0100,0.0014,0.667534,0.667534,0.176143,0.0400,False,0.6435,0.3565,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.141915+00:00,New York,TRENDING,39.36,0.6454,0.001000,0.748861,0.6936,0.747238,0.3064,0.748364,0.001623,0.000487,0.0100,0.0017,0.759624,0.759624,0.247877,0.0400,False,0.6084,0.3916,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.144442+00:00,New York,TRENDING,38.96,0.6318,0.001000,0.655834,0.6896,0.633809,0.3104,0.648997,0.022025,0.006608,0.0100,0.0028,0.655156,0.655156,0.142389,0.0400,False,0.6095,0.3905,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.147483+00:00,Asia,TRENDING,39.34,0.6446,0.001000,0.854980,0.6934,0.806877,0.3066,0.840231,0.048103,0.014431,-0.0100,0.0008,0.816648,0.816648,0.325800,0.0500,False,0.6084,0.3916,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.149702+00:00,New York,TRANSITIONING,36.23,0.5409,0.001000,0.749475,0.6623,0.686778,0.3377,0.728300,0.062696,0.018809,0.0100,0.0011,0.720586,0.720586,0.209491,0.0400,False,0.6167,0.3833,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.153301+00:00,New York,TRENDING,46.47,0.8823,0.001000,0.704775,0.7647,0.739321,0.2353,0.712904,0.034546,0.010364,0.0100,-0.0031,0.709453,0.709453,0.202540,0.0400,False,0.5671,0.4329,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.154320+00:00,London,TRENDING,42.56,0.7520,0.001000,0.655804,0.7256,0.899362,0.2744,0.722634,0.243558,0.073067,0.0200,-0.0032,0.666368,0.666368,0.149566,0.0400,False,0.5749,0.4251,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.156324+00:00,London,TRANSITIONING,30.98,0.3659,0.001000,0.790345,0.6098,0.648224,0.3902,0.734883,0.142121,0.042636,0.0100,0.0012,0.703439,0.703439,0.192247,0.0400,False,0.6307,0.3693,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.158728+00:00,London,TRENDING,46.56,0.8855,0.001000,0.635007,0.7656,0.806538,0.2344,0.675207,0.171530,0.051459,0.0200,-0.0009,0.642841,0.642841,0.123748,0.0400,False,0.5669,0.4331,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,MEDIUM,False,
2026-04-27T09:30:15.159728+00:00,London,TRANSITIONING,28.39,0.2796,0.001000,0.838498,0.5839,0.670954,0.4161,0.768778,0.167544,0.050263,-0.0100,-0.0001,0.708411,0.708411,0.218515,0.0400,False,0.6376,0.3624,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.161721+00:00,New York,TRANSITIONING,37.88,0.5960,0.001000,0.770513,0.6788,0.641530,0.3212,0.729082,0.128983,0.038695,0.0100,0.0017,0.702063,0.702063,0.190387,0.0400,False,0.6123,0.3877,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.163806+00:00,London,TRENDING,48.82,0.9608,0.001000,0.607909,0.7882,0.884038,0.2118,0.666385,0.276129,0.082839,0.0200,-0.0017,0.601877,0.601877,0.083546,0.0400,False,0.5624,0.4376,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,MEDIUM,False,
2026-04-27T09:30:15.166073+00:00,London,TRENDING,48.93,0.9645,0.001000,0.662186,0.7893,0.693320,0.2107,0.668744,0.031134,0.009340,0.0200,0.0018,0.681235,0.681235,0.159404,0.0400,False,0.5621,0.4379,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.168148+00:00,London,TRENDING,38.71,0.6236,0.001000,0.876308,0.6871,0.613430,0.3129,0.794044,0.262878,0.078864,0.0200,0.0013,0.736514,0.736514,0.215181,0.0400,False,0.6101,0.3899,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.170136+00:00,London,TRANSITIONING,27.38,0.2459,0.001000,0.805408,0.5738,0.733486,0.4262,0.774753,0.071923,0.021577,-0.0100,-0.0001,0.743051,0.743051,0.253177,0.0400,False,0.6403,0.3597,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.171139+00:00,New York,TRENDING,48.37,0.9456,0.001000,0.703499,0.7837,0.618506,0.2163,0.685113,0.084993,0.025498,0.0100,-0.0001,0.669506,0.669506,0.159615,0.0400,False,0.5633,0.4367,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
2026-04-27T09:30:15.173135+00:00,Asia,TRENDING,49.91,0.9969,0.001000,0.734943,0.7991,0.892879,0.2009,0.766675,0.157936,0.047381,-0.0100,-0.0000,0.689249,0.689249,0.219295,0.0500,False,0.5602,0.4398,False,BUY,BUY,EXECUTION_READY,VALID_SIGNAL,HIGH,False,
